# $t$	$x$	$y$	$z$
8.146333e+00	-2.551928e+00	-4.165961e+00	1.779546e+01
8.154121e+00	-2.679498e+00	-4.343576e+00	1.751549e+01
8.161908e+00	-2.811376e+00	-4.536032e+00	1.724943e+01
8.169696e+00	-2.948379e+00	-4.743844e+00	1.699789e+01
8.177483e+00	-3.091288e+00	-4.967564e+00	1.676154e+01
8.185271e+00	-3.240870e+00	-5.207771e+00	1.654118e+01
8.193058e+00	-3.397881e+00	-5.465064e+00	1.633772e+01
8.200846e+00	-3.563075e+00	-5.740054e+00	1.615221e+01
8.208633e+00	-3.737193e+00	-6.033360e+00	1.598583e+01
8.216421e+00	-3.920955e+00	-6.345591e+00	1.583993e+01
8.224208e+00	-4.115072e+00	-6.677323e+00	1.571600e+01
8.231996e+00	-4.320251e+00	-7.029075e+00	1.561574e+01
8.239783e+00	-4.537192e+00	-7.401294e+00	1.554105e+01
8.247571e+00	-4.766564e+00	-7.794328e+00	1.549404e+01
8.255359e+00	-5.008989e+00	-8.208376e+00	1.547701e+01
8.263146e+00	-5.265059e+00	-8.643444e+00	1.549250e+01
8.270934e+00	-5.535329e+00	-9.099300e+00	1.554330e+01
8.278721e+00	-5.820293e+00	-9.575425e+00	1.563244e+01
8.286509e+00	-6.120312e+00	-1.007093e+01	1.576318e+01
8.294296e+00	-6.435673e+00	-1.058452e+01	1.593895e+01
8.302084e+00	-6.766510e+00	-1.111433e+01	1.616338e+01
8.309871e+00	-7.112803e+00	-1.165794e+01	1.644022e+01
8.317659e+00	-7.474314e+00	-1.221221e+01	1.677334e+01
8.325446e+00	-7.850532e+00	-1.277321e+01	1.716648e+01
8.333234e+00	-8.240696e+00	-1.333614e+01	1.762335e+01
8.341021e+00	-8.643706e+00	-1.389524e+01	1.814729e+01
8.348809e+00	-9.058058e+00	-1.444371e+01	1.874116e+01
8.356596e+00	-9.481813e+00	-1.497370e+01	1.940721e+01
8.364384e+00	-9.912537e+00	-1.547633e+01	2.014665e+01
8.372171e+00	-1.034730e+01	-1.594167e+01	2.095957e+01
8.379959e+00	-1.078260e+01	-1.635896e+01	2.184451e+01
8.387747e+00	-1.121437e+01	-1.671674e+01	2.279819e+01
8.395534e+00	-1.163796e+01	-1.700322e+01	2.381528e+01
8.402543e+00	-1.200794e+01	-1.719032e+01	2.477861e+01
8.409552e+00	-1.236299e+01	-1.730183e+01	2.577986e+01
8.416560e+00	-1.269874e+01	-1.733012e+01	2.681005e+01
8.423569e+00	-1.301066e+01	-1.726875e+01	2.785877e+01
8.430578e+00	-1.329407e+01	-1.711241e+01	2.891389e+01
8.437587e+00	-1.354438e+01	-1.685777e+01	2.996228e+01
8.444595e+00	-1.375709e+01	-1.650350e+01	3.098971e+01
8.451604e+00	-1.392803e+01	-1.605065e+01	3.198154e+01
8.458613e+00	-1.405347e+01	-1.550276e+01	3.292311e+01
8.464921e+00	-1.412483e+01	-1.493339e+01	3.371587e+01
8.471229e+00	-1.415495e+01	-1.429810e+01	3.444689e+01
8.477537e+00	-1.414256e+01	-1.360456e+01	3.510766e+01
8.483845e+00	-1.408694e+01	-1.286145e+01	3.569094e+01
8.489522e+00	-1.399985e+01	-1.215857e+01	3.614488e+01
8.495199e+00	-1.387808e+01	-1.143135e+01	3.652846e+01
8.500876e+00	-1.372238e+01	-1.068758e+01	3.683981e+01
8.506553e+00	-1.353396e+01	-9.935279e+00	3.707821e+01
8.512230e+00	-1.331435e+01	-9.182271e+00	3.724419e+01
8.517907e+00	-1.306547e+01	-8.435937e+00	3.733933e+01
8.523584e+00	-1.278948e+01	-7.703187e+00	3.736609e+01
8.529261e+00	-1.248880e+01	-6.990323e+00	3.732779e+01
8.534939e+00	-1.216606e+01	-6.302841e+00	3.722852e+01
8.540616e+00	-1.182401e+01	-5.645392e+00	3.707282e+01
8.546293e+00	-1.146549e+01	-5.021814e+00	3.686561e+01
8.551402e+00	-1.113109e+01	-4.492065e+00	3.663937e+01
8.556512e+00	-1.078774e+01	-3.993675e+00	3.637941e+01
8.561621e+00	-1.043749e+01	-3.527787e+00	3.608952e+01
8.566730e+00	-1.008230e+01	-3.094937e+00	3.577345e+01
8.571840e+00	-9.724082e+00	-2.695251e+00	3.543473e+01
8.576949e+00	-9.364625e+00	-2.328479e+00	3.507676e+01
8.582059e+00	-9.005617e+00	-1.994005e+00	3.470273e+01
8.587168e+00	-8.648625e+00	-1.690940e+00	3.431555e+01
8.592277e+00	-8.295084e+00	-1.418160e+00	3.391792e+01
8.597387e+00	-7.946300e+00	-1.174349e+00	3.351227e+01
8.602496e+00	-7.603441e+00	-9.580512e-01	3.310076e+01
8.607606e+00	-7.267546e+00	-7.677095e-01	3.268531e+01
8.612715e+00	-6.939518e+00	-6.017014e-01	3.226762e+01
8.617824e+00	-6.620137e+00	-4.583743e-01	3.184914e+01
8.622934e+00	-6.310060e+00	-3.360713e-01	3.143113e+01
8.628043e+00	-6.009830e+00	-2.331542e-01	3.101464e+01
8.633153e+00	-5.719882e+00	-1.480229e-01	3.060056e+01
8.638262e+00	-5.440549e+00	-7.913033e-02	3.018964e+01
8.643371e+00	-5.172076e+00	-2.499479e-02	2.978247e+01
8.648481e+00	-4.914619e+00	1.579164e-02	2.937953e+01
8.653590e+00	-4.668263e+00	4.455701e-02	2.898119e+01
8.658699e+00	-4.433020e+00	6.254571e-02	2.858775e+01
8.663809e+00	-4.208845e+00	7.091646e-02	2.819940e+01
8.668918e+00	-3.995639e+00	7.074190e-02	2.781630e+01
8.674028e+00	-3.793255e+00	6.300946e-02	2.743854e+01
8.679137e+00	-3.601507e+00	4.862328e-02	2.706616e+01
8.684246e+00	-3.420177e+00	2.840693e-02	2.669919e+01
8.689356e+00	-3.249017e+00	3.106633e-03	2.633760e+01
8.694465e+00	-3.087755e+00	-2.660507e-02	2.598137e+01
8.699575e+00	-2.936105e+00	-6.012535e-02	2.563043e+01
8.704684e+00	-2.793762e+00	-9.691698e-02	2.528472e+01
8.709793e+00	-2.660414e+00	-1.365042e-01	2.494416e+01
8.714903e+00	-2.535741e+00	-1.784683e-01	2.460867e+01
8.720012e+00	-2.419421e+00	-2.224438e-01	2.427816e+01
8.725122e+00	-2.311129e+00	-2.681145e-01	2.395255e+01
8.730231e+00	-2.210542e+00	-3.152091e-01	2.363175e+01
8.735340e+00	-2.117343e+00	-3.634980e-01	2.331568e+01
8.740450e+00	-2.031217e+00	-4.127900e-01	2.300424e+01
8.745559e+00	-1.951858e+00	-4.629281e-01	2.269735e+01
8.750669e+00	-1.878968e+00	-5.137875e-01	2.239494e+01
8.755778e+00	-1.812259e+00	-5.652720e-01	2.209693e+01
8.760887e+00	-1.751450e+00	-6.173116e-01	2.180324e+01
8.765997e+00	-1.696276e+00	-6.698600e-01	2.151381e+01
8.771106e+00	-1.646480e+00	-7.228925e-01	2.122858e+01
8.776216e+00	-1.601817e+00	-7.764037e-01	2.094747e+01
8.781325e+00	-1.562057e+00	-8.304058e-01	2.067044e+01
8.786434e+00	-1.526980e+00	-8.849267e-01	2.039744e+01
8.791544e+00	-1.496380e+00	-9.400089e-01	2.012840e+01
8.796653e+00	-1.470063e+00	-9.957077e-01	1.986330e+01
8.801763e+00	-1.447849e+00	-1.052090e+00	1.960207e+01
8.811981e+00	-1.415064e+00	-1.167227e+00	1.909112e+01
8.821178e+00	-1.398028e+00	-1.274067e+00	1.864419e+01
8.830375e+00	-1.392039e+00	-1.384597e+00	1.820933e+01
8.839572e+00	-1.396476e+00	-1.499534e+00	1.778643e+01
8.848769e+00	-1.410848e+00	-1.619637e+00	1.737540e+01
8.857966e+00	-1.434772e+00	-1.745750e+00	1.697619e+01
8.867163e+00	-1.467976e+00	-1.878767e+00	1.658879e+01
8.876360e+00	-1.510294e+00	-2.019646e+00	1.621326e+01
8.885557e+00	-1.561660e+00	-2.169406e+00	1.584968e+01
8.894754e+00	-1.622109e+00	-2.329132e+00	1.549821e+01
8.903951e+00	-1.691768e+00	-2.499974e+00	1.515907e+01
8.913147e+00	-1.770858e+00	-2.683154e+00	1.483256e+01
8.922344e+00	-1.859694e+00	-2.879969e+00	1.451907e+01
8.931541e+00	-1.958676e+00	-3.091794e+00	1.421909e+01
8.940738e+00	-2.068297e+00	-3.320093e+00	1.393324e+01
8.949935e+00	-2.189137e+00	-3.566411e+00	1.366225e+01
8.959132e+00	-2.321868e+00	-3.832386e+00	1.340704e+01
8.968329e+00	-2.467247e+00	-4.119746e+00	1.316871e+01
8.977526e+00	-2.626123e+00	-4.430303e+00	1.294855e+01
8.986723e+00	-2.799432e+00	-4.765951e+00	1.274815e+01
8.995920e+00	-2.988197e+00	-5.128656e+00	1.256933e+01
9.005117e+00	-3.193527e+00	-5.520430e+00	1.241430e+01
9.014314e+00	-3.416612e+00	-5.943316e+00	1.228561e+01
9.023510e+00	-3.658716e+00	-6.399342e+00	1.218628e+01
9.032707e+00	-3.921169e+00	-6.890473e+00	1.211980e+01
9.041904e+00	-4.205349e+00	-7.418543e+00	1.209024e+01
9.051101e+00	-4.512668e+00	-7.985163e+00	1.210229e+01
9.060298e+00	-4.844539e+00	-8.591607e+00	1.216135e+01
9.069495e+00	-5.202343e+00	-9.238664e+00	1.227355e+01
9.078692e+00	-5.587381e+00	-9.926449e+00	1.244584e+01
9.087889e+00	-6.000812e+00	-1.065418e+01	1.268599e+01
9.097086e+00	-6.443572e+00	-1.141991e+01	1.300258e+01
9.105363e+00	-6.867637e+00	-1.213870e+01	1.336053e+01
9.113640e+00	-7.316141e+00	-1.288177e+01	1.379525e+01
9.121917e+00	-7.788866e+00	-1.364386e+01	1.431429e+01
9.130195e+00	-8.285087e+00	-1.441791e+01	1.492513e+01
9.138472e+00	-8.803573e+00	-1.519511e+01	1.563520e+01
9.145921e+00	-9.287657e+00	-1.588811e+01	1.636488e+01
9.153371e+00	-9.786216e+00	-1.656493e+01	1.718482e+01
9.160820e+00	-1.029664e+01	-1.721419e+01	1.809823e+01
9.168270e+00	-1.081564e+01	-1.782292e+01	1.910689e+01
9.175719e+00	-1.133918e+01	-1.837667e+01	2.021071e+01
9.182424e+00	-1.181026e+01	-1.881502e+01	2.128354e+01
9.189128e+00	-1.227700e+01	-1.918393e+01	2.242773e+01
9.195833e+00	-1.273478e+01	-1.947095e+01	2.363739e+01
9.202538e+00	-1.317847e+01	-1.966376e+01	2.490429e+01
9.209242e+00	-1.360247e+01	-1.975056e+01	2.621772e+01
9.215276e+00	-1.396232e+01	-1.972918e+01	2.742870e+01
9.221310e+00	-1.429688e+01	-1.960670e+01	2.865527e+01
9.227344e+00	-1.460157e+01	-1.937807e+01	2.988487e+01
9.233378e+00	-1.487181e+01	-1.903998e+01	3.110343e+01
9.239413e+00	-1.510316e+01	-1.859134e+01	3.229610e+01
9.245447e+00	-1.529144e+01	-1.803344e+01	3.344758e+01
9.251481e+00	-1.543289e+01	-1.737014e+01	3.454258e+01
9.256911e+00	-1.551745e+01	-1.668819e+01	3.546761e+01
9.262342e+00	-1.555949e+01	-1.593267e+01	3.632481e+01
9.267773e+00	-1.555758e+01	-1.511118e+01	3.710528e+01
9.273203e+00	-1.551079e+01	-1.423320e+01	3.780122e+01
9.278634e+00	-1.541878e+01	-1.330896e+01	3.840646e+01
9.284065e+00	-1.528180e+01	-1.234963e+01	3.891645e+01
9.289496e+00	-1.510067e+01	-1.136674e+01	3.932848e+01
9.294926e+00	-1.487680e+01	-1.037197e+01	3.964163e+01
9.300357e+00	-1.461211e+01	-9.376718e+00	3.985677e+01
9.305788e+00	-1.430904e+01	-8.391855e+00	3.997644e+01
9.311218e+00	-1.397043e+01	-7.427426e+00	4.000465e+01
9.316649e+00	-1.359949e+01	-6.492436e+00	3.994668e+01
9.321537e+00	-1.324087e+01	-5.682640e+00	3.982599e+01
9.326424e+00	-1.286155e+01	-4.907733e+00	3.964577e+01
9.330823e+00	-1.250474e+01	-4.243424e+00	3.943713e+01
9.335222e+00	-1.213542e+01	-3.612809e+00	3.918877e+01
9.339621e+00	-1.175562e+01	-3.017543e+00	3.890485e+01
9.344020e+00	-1.136733e+01	-2.458742e+00	3.858949e+01
9.348418e+00	-1.097251e+01	-1.937021e+00	3.824673e+01
9.352817e+00	-1.057303e+01	-1.452527e+00	3.788044e+01
9.357216e+00	-1.017070e+01	-1.005030e+00	3.749435e+01
9.361615e+00	-9.767214e+00	-5.938921e-01	3.709187e+01
9.366014e+00	-9.364166e+00	-2.181949e-01	3.667620e+01
9.370413e+00	-8.963053e+00	1.232317e-01	3.625034e+01
9.374812e+00	-8.565215e+00	4.317870e-01	3.581687e+01
9.379210e+00	-8.171917e+00	7.090120e-01	3.537828e+01
9.383609e+00	-7.784251e+00	9.565750e-01	3.493656e+01
9.388008e+00	-7.403239e+00	1.176239e+00	3.449373e+01
9.392407e+00	-7.029733e+00	1.369787e+00	3.405124e+01
9.396806e+00	-6.664506e+00	1.539032e+00	3.361056e+01
9.401205e+00	-6.308207e+00	1.685806e+00	3.317283e+01
9.405604e+00	-5.961381e+00	1.811876e+00	3.273903e+01
9.410002e+00	-5.624470e+00	1.918977e+00	3.230996e+01
9.414401e+00	-5.297833e+00	2.008814e+00	3.188626e+01
9.418800e+00	-4.981729e+00	2.082964e+00	3.146841e+01
9.423199e+00	-4.676351e+00	2.143005e+00	3.105681e+01
9.427598e+00	-4.381810e+00	2.190353e+00	3.065171e+01
9.431997e+00	-4.098157e+00	2.226397e+00	3.025331e+01
9.436396e+00	-3.825381e+00	2.252419e+00	2.986170e+01
9.440794e+00	-3.563420e+00	2.269619e+00	2.947694e+01
9.445193e+00	-3.312163e+00	2.279110e+00	2.909899e+01
9.449592e+00	-3.071459e+00	2.281925e+00	2.872782e+01
9.453991e+00	-2.841119e+00	2.279005e+00	2.836332e+01
9.458390e+00	-2.620927e+00	2.271239e+00	2.800539e+01
9.462789e+00	-2.410635e+00	2.259400e+00	2.765387e+01
9.467188e+00	-2.209977e+00	2.244255e+00	2.730864e+01
9.471586e+00	-2.018667e+00	2.226421e+00	2.696951e+01
9.475985e+00	-1.836403e+00	2.206551e+00	2.663632e+01
9.480384e+00	-1.662873e+00	2.185157e+00	2.630890e+01
9.484783e+00	-1.497755e+00	2.162747e+00	2.598707e+01
9.489182e+00	-1.340723e+00	2.139749e+00	2.567068e+01
9.493581e+00	-1.191442e+00	2.116574e+00	2.535953e+01
9.497980e+00	-1.049582e+00	2.093562e+00	2.505349e+01
9.502378e+00	-9.148053e-01	2.071044e+00	2.475237e+01
9.506777e+00	-7.867854e-01	2.049293e+00	2.445607e+01
9.511176e+00	-6.651858e-01	2.028561e+00	2.416439e+01
9.515575e+00	-5.496895e-01	2.009072e+00	2.387725e+01
9.519974e+00	-4.399677e-01	1.991005e+00	2.359446e+01
9.524373e+00	-3.357139e-01	1.974553e+00	2.331595e+01
9.528772e+00	-2.366164e-01	1.959849e+00	2.304159e+01
9.533170e+00	-1.423764e-01	1.947033e+00	2.277127e+01
9.537569e+00	-5.270048e-02	1.936208e+00	2.250489e+01
9.541968e+00	3.269557e-02	1.927484e+00	2.224237e+01
9.546367e+00	1.140880e-01	1.920931e+00	2.198360e+01
9.550766e+00	1.917450e-01	1.916646e+00	2.172852e+01
9.555165e+00	2.659245e-01	1.914667e+00	2.147705e+01
9.559564e+00	3.368793e-01	1.915080e+00	2.122911e+01
9.563962e+00	4.048486e-01	1.917901e+00	2.098466e+01
9.568361e+00	4.700705e-01	1.923208e+00	2.074361e+01
9.572760e+00	5.327646e-01	1.931003e+00	2.050594e+01
9.577159e+00	5.931553e-01	1.941353e+00	2.027156e+01
9.581558e+00	6.514432e-01	1.954267e+00	2.004048e+01
9.585957e+00	7.078402e-01	1.969782e+00	1.981258e+01
9.590356e+00	7.625306e-01	1.987932e+00	1.958791e+01
9.594754e+00	8.157077e-01	2.008737e+00	1.936637e+01
9.599153e+00	8.675486e-01	2.032233e+00	1.914798e+01
9.603552e+00	9.182293e-01	2.058432e+00	1.893266e+01
9.607951e+00	9.679152e-01	2.087385e+00	1.872043e+01
9.612350e+00	1.016769e+00	2.119095e+00	1.851124e+01
9.616749e+00	1.064947e+00	2.153627e+00	1.830509e+01
9.621148e+00	1.112598e+00	2.190997e+00	1.810196e+01
9.625546e+00	1.159869e+00	2.231254e+00	1.790185e+01
9.629945e+00	1.206901e+00	2.274427e+00	1.770474e+01
9.634344e+00	1.253832e+00	2.320576e+00	1.751064e+01
9.638743e+00	1.300794e+00	2.369734e+00	1.731953e+01
9.643142e+00	1.347917e+00	2.421973e+00	1.713143e+01
9.647541e+00	1.395328e+00	2.477332e+00	1.694635e+01
9.651940e+00	1.443150e+00	2.535890e+00	1.676427e+01
9.656338e+00	1.491503e+00	2.597700e+00	1.658525e+01
9.660737e+00	1.540510e+00	2.662842e+00	1.640927e+01
9.665136e+00	1.590282e+00	2.731391e+00	1.623638e+01
9.669535e+00	1.640939e+00	2.803419e+00	1.606657e+01
9.673934e+00	1.692591e+00	2.879038e+00	1.589993e+01
9.678333e+00	1.745356e+00	2.958307e+00	1.573644e+01
9.682732e+00	1.799341e+00	3.041348e+00	1.557618e+01
9.687130e+00	1.854661e+00	3.128254e+00	1.541918e+01
9.695928e+00	1.969747e+00	3.314118e+00	1.511520e+01
9.703846e+00	2.079006e+00	3.495779e+00	1.485339e+01
9.711764e+00	2.194323e+00	3.691844e+00	1.460321e+01
9.719682e+00	2.316369e+00	3.903123e+00	1.436518e+01
9.727600e+00	2.445825e+00	4.130487e+00	1.413997e+01
9.735518e+00	2.583385e+00	4.374860e+00	1.392831e+01
9.743436e+00	2.729763e+00	4.637222e+00	1.373107e+01
9.751354e+00	2.885698e+00	4.918596e+00	1.354929e+01
9.759272e+00	3.051950e+00	5.220053e+00	1.338410e+01
9.767190e+00	3.229304e+00	5.542694e+00	1.323686e+01
9.775107e+00	3.418570e+00	5.887629e+00	1.310911e+01
9.783025e+00	3.620582e+00	6.255965e+00	1.300263e+01
9.790943e+00	3.836194e+00	6.648790e+00	1.291943e+01
9.798861e+00	4.066274e+00	7.067146e+00	1.286178e+01
9.806779e+00	4.311703e+00	7.511977e+00	1.283228e+01
9.814697e+00	4.573359e+00	7.984087e+00	1.283383e+01
9.822615e+00	4.852108e+00	8.484096e+00	1.286970e+01
9.830533e+00	5.148790e+00	9.012378e+00	1.294353e+01
9.838451e+00	5.464196e+00	9.568969e+00	1.305936e+01
9.846369e+00	5.799042e+00	1.015346e+01	1.322161e+01
9.854287e+00	6.153941e+00	1.076491e+01	1.343514e+01
9.862205e+00	6.529361e+00	1.140172e+01	1.370515e+01
9.870123e+00	6.925581e+00	1.206146e+01	1.403722e+01
9.878041e+00	7.342641e+00	1.274075e+01	1.443719e+01
9.885959e+00	7.780266e+00	1.343501e+01	1.491102e+01
9.893877e+00	8.237833e+00	1.413844e+01	1.546479e+01
9.901795e+00	8.714230e+00	1.484365e+01	1.610424e+01
9.909712e+00	9.207834e+00	1.554167e+01	1.683475e+01
9.917630e+00	9.716379e+00	1.622170e+01	1.766083e+01
9.925548e+00	1.023689e+01	1.687114e+01	1.858576e+01
9.932674e+00	1.071246e+01	1.741762e+01	1.950406e+01
9.939801e+00	1.119131e+01	1.791600e+01	2.050333e+01
9.946927e+00	1.166945e+01	1.835362e+01	2.158137e+01
9.954053e+00	1.214233e+01	1.871746e+01	2.273377e+01
9.960466e+00	1.255913e+01	1.897047e+01	2.382900e+01
9.966880e+00	1.296325e+01	1.914281e+01	2.497217e+01
9.973294e+00	1.335022e+01	1.922536e+01	2.615461e+01
9.979707e+00	1.371524e+01	1.920965e+01	2.736590e+01
9.986121e+00	1.405332e+01	1.908844e+01	2.859365e+01
9.992534e+00	1.435941e+01	1.885632e+01	2.982386e+01
9.998948e+00	1.462849e+01	1.850997e+01	3.104130e+01
1.000536e+01	1.485572e+01	1.804846e+01	3.222979e+01
1.001177e+01	1.503660e+01	1.747360e+01	3.337258e+01
1.001819e+01	1.516708e+01	1.679019e+01	3.445310e+01
1.002396e+01	1.523861e+01	1.608842e+01	3.535933e+01
1.002973e+01	1.526464e+01	1.531257e+01	3.619155e+01
1.003550e+01	1.524379e+01	1.447150e+01	3.694073e+01
1.004070e+01	1.518432e+01	1.366741e+01	3.753722e+01
1.004589e+01	1.508622e+01	1.282764e+01	3.805561e+01
1.005109e+01	1.494986e+01	1.196102e+01	3.849270e+01
1.005628e+01	1.477602e+01	1.107661e+01	3.884664e+01
1.006148e+01	1.456597e+01	1.018376e+01	3.911692e+01
1.006667e+01	1.432132e+01	9.291319e+00	3.930451e+01
1.007187e+01	1.404407e+01	8.407852e+00	3.941130e+01
1.007706e+01	1.373653e+01	7.541371e+00	3.944058e+01
1.008226e+01	1.340128e+01	6.698975e+00	3.939631e+01
1.008693e+01	1.307817e+01	5.966606e+00	3.929770e+01
1.009161e+01	1.273701e+01	5.262726e+00	3.914745e+01
1.009629e+01	1.238000e+01	4.590680e+00	3.894976e+01
1.010096e+01	1.200939e+01	3.952989e+00	3.870914e+01
1.010564e+01	1.162740e+01	3.351644e+00	3.842993e+01
1.010984e+01	1.127572e+01	2.842661e+00	3.814946e+01
1.011405e+01	1.091821e+01	2.364765e+00	3.784460e+01
1.011826e+01	1.055638e+01	1.918206e+00	3.751845e+01
1.012247e+01	1.019171e+01	1.502914e+00	3.717398e+01
1.012668e+01	9.825599e+00	1.118520e+00	3.681401e+01
1.013088e+01	9.459367e+00	7.644254e-01	3.644114e+01
1.013509e+01	9.094247e+00	4.397990e-01	3.605782e+01
1.013930e+01	8.731390e+00	1.436523e-01	3.566629e+01
1.014351e+01	8.371853e+00	-1.251409e-01	3.526858e+01
1.014772e+01	8.016602e+00	-3.678435e-01	3.486655e+01
1.015192e+01	7.666507e+00	-5.857626e-01	3.446180e+01
1.015613e+01	7.322350e+00	-7.802959e-01	3.405582e+01
1.016034e+01	6.984819e+00	-9.528586e-01	3.364982e+01
1.016455e+01	6.654517e+00	-1.104874e+00	3.324497e+01
1.016876e+01	6.331962e+00	-1.237766e+00	3.284215e+01
1.017296e+01	6.017595e+00	-1.352951e+00	3.244221e+01
1.017717e+01	5.711778e+00	-1.451799e+00	3.204576e+01
1.018138e+01	5.414807e+00	-1.535651e+00	3.165340e+01
1.018559e+01	5.126905e+00	-1.605780e+00	3.126555e+01
1.018980e+01	4.848241e+00	-1.663439e+00	3.088255e+01
1.019400e+01	4.578921e+00	-1.709780e+00	3.050468e+01
1.019821e+01	4.319005e+00	-1.745925e+00	3.013213e+01
1.020242e+01	4.068502e+00	-1.772925e+00	2.976502e+01
1.020663e+01	3.827383e+00	-1.791755e+00	2.940344e+01
1.021083e+01	3.595575e+00	-1.803351e+00	2.904743e+01
1.021504e+01	3.372979e+00	-1.808549e+00	2.869698e+01
1.021925e+01	3.159456e+00	-1.808173e+00	2.835206e+01
1.022346e+01	2.954855e+00	-1.802929e+00	2.801259e+01
1.022767e+01	2.758984e+00	-1.793532e+00	2.767853e+01
1.023187e+01	2.571654e+00	-1.780571e+00	2.734974e+01
1.023608e+01	2.392631e+00	-1.764655e+00	2.702617e+01
1.024029e+01	2.221705e+00	-1.746283e+00	2.670763e+01
1.024450e+01	2.058608e+00	-1.725939e+00	2.639411e+01
1.024871e+01	1.903114e+00	-1.704072e+00	2.608536e+01
1.025291e+01	1.754951e+00	-1.681069e+00	2.578133e+01
1.025712e+01	1.613857e+00	-1.657275e+00	2.548189e+01
1.026133e+01	1.479570e+00	-1.633023e+00	2.518691e+01
1.026554e+01	1.351817e+00	-1.608590e+00	2.489627e+01
1.027064e+01	1.205367e+00	-1.579124e+00	2.454967e+01
1.027574e+01	1.067651e+00	-1.550185e+00	2.420907e+01
1.028084e+01	9.382025e-01	-1.522146e+00	2.387427e+01
1.028594e+01	8.165541e-01	-1.495277e+00	2.354509e+01
1.029104e+01	7.022549e-01	-1.469874e+00	2.322135e+01
1.029614e+01	5.948601e-01	-1.446127e+00	2.290291e+01
1.030124e+01	4.939395e-01	-1.424252e+00	2.258960e+01
1.030634e+01	3.990746e-01	-1.404392e+00	2.228127e+01
1.031144e+01	3.098602e-01	-1.386689e+00	2.197781e+01
1.031654e+01	2.259054e-01	-1.371250e+00	2.167908e+01
1.032164e+01	1.468336e-01	-1.358166e+00	2.138496e+01
1.032674e+01	7.228300e-02	-1.347513e+00	2.109536e+01
1.033184e+01	1.906571e-03	-1.339349e+00	2.081017e+01
1.033693e+01	-6.462839e-02	-1.333726e+00	2.052929e+01
1.034203e+01	-1.276401e-01	-1.330681e+00	2.025264e+01
1.034713e+01	-1.874330e-01	-1.330249e+00	1.998015e+01
1.035223e+01	-2.442975e-01	-1.332453e+00	1.971172e+01
1.035733e+01	-2.985110e-01	-1.337317e+00	1.944731e+01
1.036243e+01	-3.503378e-01	-1.344860e+00	1.918683e+01
1.036753e+01	-4.000304e-01	-1.355098e+00	1.893023e+01
1.037773e+01	-4.939641e-01	-1.383732e+00	1.842846e+01
1.038691e+01	-5.735057e-01	-1.418908e+00	1.798961e+01
1.039609e+01	-6.495569e-01	-1.463137e+00	1.756258e+01
1.040527e+01	-7.232274e-01	-1.516581e+00	1.714716e+01
1.041445e+01	-7.955421e-01	-1.579478e+00	1.674317e+01
1.042363e+01	-8.674618e-01	-1.652100e+00	1.635048e+01
1.043281e+01	-9.398888e-01	-1.734803e+00	1.596897e+01
1.044199e+01	-1.013681e+00	-1.828007e+00	1.559859e+01
1.045117e+01	-1.089663e+00	-1.932219e+00	1.523931e+01
1.046035e+01	-1.168632e+00	-2.048027e+00	1.489117e+01
1.046953e+01	-1.251373e+00	-2.176114e+00	1.455425e+01
1.047871e+01	-1.338668e+00	-2.317258e+00	1.422868e+01
1.048789e+01	-1.431298e+00	-2.472339e+00	1.391467e+01
1.049707e+01	-1.530064e+00	-2.642343e+00	1.361252e+01
1.050625e+01	-1.635782e+00	-2.828369e+00	1.332260e+01
1.051543e+01	-1.749303e+00	-3.031629e+00	1.304539e+01
1.052461e+01	-1.871510e+00	-3.253456e+00	1.278151e+01
1.053379e+01	-2.003336e+00	-3.495305e+00	1.253170e+01
1.054297e+01	-2.145762e+00	-3.758753e+00	1.229687e+01
1.055215e+01	-2.299826e+00	-4.045504e+00	1.207815e+01
1.056133e+01	-2.466634e+00	-4.357379e+00	1.187685e+01
1.057051e+01	-2.647356e+00	-4.696316e+00	1.169459e+01
1.057969e+01	-2.843235e+00	-5.064355e+00	1.153326e+01
1.058887e+01	-3.055588e+00	-5.463618e+00	1.139512e+01
1.059804e+01	-3.285806e+00	-5.896287e+00	1.128284e+01
1.060722e+01	-3.535351e+00	-6.364560e+00	1.119956e+01
1.061640e+01	-3.805745e+00	-6.870604e+00	1.114896e+01
1.062558e+01	-4.098567e+00	-7.416473e+00	1.113533e+01
1.063476e+01	-4.415426e+00	-8.004024e+00	1.116365e+01
1.064394e+01	-4.757941e+00	-8.634783e+00	1.123967e+01
1.065312e+01	-5.127702e+00	-9.309790e+00	1.136999e+01
1.066230e+01	-5.526222e+00	-1.002940e+01	1.156211e+01
1.067148e+01	-5.954871e+00	-1.079301e+01	1.182448e+01
1.067974e+01	-6.367350e+00	-1.151635e+01	1.212837e+01
1.068801e+01	-6.805797e+00	-1.227150e+01	1.250426e+01
1.069627e+01	-7.270530e+00	-1.305469e+01	1.296017e+01
1.070453e+01	-7.761440e+00	-1.386052e+01	1.350438e+01
1.071279e+01	-8.277999e+00	-1.468188e+01	1.414545e+01
1.072023e+01	-8.763898e+00	-1.542671e+01	1.481233e+01
1.072766e+01	-9.268285e+00	-1.616808e+01	1.557042e+01
1.073510e+01	-9.789224e+00	-1.689573e+01	1.642487e+01
1.074253e+01	-1.032411e+01	-1.759756e+01	1.737984e+01
1.074997e+01	-1.086961e+01	-1.825962e+01	1.843799e+01
1.075666e+01	-1.136620e+01	-1.880847e+01	1.947917e+01
